time(ms),altitude(m),accel_y(m/s^2),bmpVel(m/s),imu_vel(m/s),imualt(m)
384334.0,88.14,-0.187,-5.058,-3.903,546.93
384385.0,87.88,1.555,-5.078,-3.824,546.73
384442.0,87.6,1.599,-4.947,-3.733,546.52
384466.0,87.48,0.549,-5.042,-3.72,546.43
384505.0,87.29,0.31,-4.949,-3.708,546.29
384565.0,86.99,0.071,-5.0,-3.704,546.07
384590.0,86.87,-0.622,-4.8,-3.72,545.98
384611.0,86.77,-0.772,-4.857,-3.736,545.9
384674.0,86.45,-0.749,-5.016,-3.783,545.66
384986.0,84.87,-0.568,-5.074,-3.96,544.42
385252.0,83.5,0.208,-5.154,-3.905,543.38
385324.0,83.13,0.027,-5.139,-3.903,543.1
385378.0,82.86,0.318,-5.037,-3.886,542.89
385416.0,82.66,-0.048,-5.184,-3.888,542.74
385455.0,82.46,-0.174,-5.077,-3.895,542.59
385955.0,79.89,-0.143,-5.136,-3.966,540.61
386455.0,77.32,0.091,-5.148,-3.921,538.65
386741.0,75.85,-0.004,-5.14,-3.922,537.53
387241.0,73.28,-0.05,-5.144,-3.947,535.56
387652.0,71.16,0.02,-5.161,-3.939,533.94
388152.0,68.58,-0.014,-5.154,-3.946,531.97
388652.0,66.01,0.032,-5.14,-3.93,530.0
388862.0,64.94,0.367,-5.09,-3.853,529.19
388906.0,64.72,-0.176,-5.0,-3.861,529.02
388947.0,64.51,-0.278,-5.195,-3.872,528.86
389074.0,63.86,-0.205,-5.087,-3.898,528.36
389161.0,63.42,0.129,-5.057,-3.887,528.02
389235.0,63.04,-0.117,-5.108,-3.896,527.73
389289.0,62.77,0.163,-5.093,-3.887,527.52
389338.0,62.52,-0.084,-5.122,-3.891,527.33
389403.0,62.19,0.064,-5.123,-3.887,527.08
389548.0,61.45,-0.035,-5.131,-3.892,526.52
389591.0,61.23,0.86,-5.186,-3.855,526.35
389615.0,61.11,1.332,-5.083,-3.823,526.26
389635.0,61.0,0.862,-5.3,-3.806,526.18
389647.0,60.95,0.238,-4.417,-3.803,526.13
389660.0,60.88,-0.006,-5.385,-3.803,526.08
389701.0,60.67,-0.09,-5.049,-3.807,525.92
389819.0,60.08,-0.161,-5.0,-3.826,525.47
389868.0,59.83,-0.43,-5.061,-3.847,525.28
390018.0,59.07,-0.354,-5.04,-3.9,524.69
390183.0,58.23,-0.11,-5.097,-3.918,524.04
390683.0,55.66,-0.033,-5.136,-3.935,522.07
390766.0,55.24,1.6,-5.048,-3.802,521.75
390798.0,55.08,0.382,-5.031,-3.79,521.63
390940.0,54.38,0.275,-4.965,-3.751,521.1
390995.0,54.1,-0.505,-5.127,-3.779,520.89
391103.0,53.56,-0.304,-5.028,-3.812,520.48
391131.0,53.42,-0.365,-5.071,-3.822,520.37
391171.0,53.22,-0.409,-5.1,-3.838,520.22
391327.0,52.42,-0.366,-5.115,-3.895,519.61
391441.0,51.84,0.007,-5.079,-3.894,519.17
391505.0,51.52,0.417,-5.047,-3.867,518.92
391525.0,51.42,-0.257,-5.1,-3.872,518.84
391787.0,50.08,-0.234,-5.126,-3.933,517.81
391958.0,49.2,0.034,-5.17,-3.927,517.14
392075.0,48.6,-0.024,-5.145,-3.93,516.68
392162.0,48.15,0.011,-5.195,-3.929,516.34
392195.0,47.98,0.137,-5.121,-3.924,516.21
392695.0,45.43,0.119,-5.102,-3.865,514.28
392819.0,44.8,-0.032,-5.105,-3.869,513.8
392885.0,44.46,-0.247,-5.152,-3.885,513.54
392932.0,44.22,-0.129,-5.064,-3.891,513.36
393085.0,43.44,-0.07,-5.105,-3.902,512.76
393176.0,42.97,-0.122,-5.121,-3.913,512.4
393241.0,42.64,0.058,-5.031,-3.909,512.15
393741.0,40.09,0.033,-5.104,-3.892,510.2
394241.0,37.52,-0.107,-5.134,-3.946,508.23
394741.0,34.95,0.078,-5.13,-3.907,506.28
394994.0,33.66,-0.029,-5.111,-3.914,505.29
395057.0,33.34,0.971,-5.095,-3.853,505.05
395110.0,33.07,0.428,-5.094,-3.83,504.85
395159.0,32.82,0.06,-5.102,-3.827,504.66
395268.0,32.27,-0.06,-5.009,-3.834,504.24
395316.0,32.03,-0.361,-5.021,-3.851,504.06
395397.0,31.62,-0.302,-5.099,-3.875,503.75
395663.0,30.26,-0.211,-5.117,-3.931,502.7
395953.0,28.77,0.032,-5.148,-3.922,501.56
396314.0,26.91,-0.033,-5.15,-3.934,500.14
396399.0,26.48,0.752,-5.082,-3.87,499.81
396440.0,26.27,0.014,-5.073,-3.869,499.65
396475.0,26.09,-0.167,-5.143,-3.875,499.51
396559.0,25.66,-0.09,-5.083,-3.883,499.18
396806.0,24.4,-0.107,-5.097,-3.909,498.21
396947.0,23.68,-0.059,-5.085,-3.917,497.66
397006.0,23.38,0.351,-5.085,-3.896,497.43
397041.0,23.2,-0.038,-5.2,-3.897,497.29
397070.0,23.05,-0.118,-5.103,-3.9,497.18
397157.0,22.61,-0.097,-5.115,-3.908,496.84
397243.0,22.16,0.025,-5.186,-3.906,496.5
397743.0,19.61,0.003,-5.11,-3.905,494.55
397885.0,18.88,0.162,-5.12,-3.882,494.0
398046.0,18.07,0.282,-5.062,-3.837,493.38
398094.0,17.82,-0.338,-5.187,-3.853,493.2
398144.0,17.57,-0.212,-4.98,-3.864,493.01
398246.0,17.05,-0.109,-5.078,-3.875,492.61
398273.0,16.91,0.019,-5.148,-3.874,492.51
398302.0,16.76,0.229,-5.034,-3.867,492.4
398334.0,16.6,0.447,-4.938,-3.853,492.28
398497.0,15.78,0.346,-5.018,-3.797,491.66
398595.0,15.29,-0.248,-4.99,-3.821,491.29
398619.0,15.17,-0.229,-5.125,-3.826,491.2
398931.0,13.59,-0.196,-5.074,-3.887,489.99
399186.0,12.28,-0.121,-5.129,-3.918,488.99
399686.0,9.71,-0.01,-5.13,-3.923,487.03
399885.0,8.7,0.186,-5.08,-3.886,486.26
399985.0,8.18,-0.142,-5.16,-3.9,485.87
400180.0,7.19,-0.073,-5.087,-3.914,485.11
400264.0,6.76,0.12,-5.167,-3.904,484.78
400551.0,5.29,0.038,-5.122,-3.893,483.66
400664.0,4.71,-0.055,-5.124,-3.899,483.22
400865.0,3.69,0.042,-5.1,-3.891,482.44
400948.0,3.26,0.567,-5.145,-3.844,482.12
400977.0,3.12,-0.227,-4.828,-3.851,482.01
401477.0,0.56,-0.198,-5.114,-3.95,480.03
401586.0,0.0,0.135,-5.138,-3.935,479.6
